broad_field,major_field,field,year,n_phds
Engineering,Other engineering,Robotics,2016,120.0
Engineering,Other engineering,Structural engineering,2016,117.0
Engineering,Other engineering,Systems engineering,2016,113.0
Engineering,Other engineering,Transportation and highway engineering,2016,109.0
Engineering,Other engineering,"Engineering, general",2016,108.0
Engineering,Other engineering,"Engineering, other",2016,146.0
Education,Education administration,Educational administration and supervision,2016,148.0
Education,Education administration,"Educational and human resource studies, development",2016,62.0
Education,Education administration,Educational leadership,2016,554.0
Education,Education administration,Urban education and leadership,2016,59.0
Education,Education research,"Counseling education, counseling and guidance",2016,277.0
Education,Education research,Curriculum and instruction,2016,380.0
Education,Education research,Educational and instructional media design,2016,26.0
Education,Education research,Educational and instructional technology,2016,224.0
Education,Education research,"Educational assessment, testing, measurement",2016,66.0
Education,Education research,Educational policy analysis,2016,173.0
Education,Education research,Educational psychology (education),2016,221.0
Education,Education research,"Educational statistics, research methods",2016,76.0
Education,Education research,Higher education evaluation and research,2016,449.0
Education,Education research,International education,2016,56.0
Education,Education research,School psychology (education),2016,117.0
Education,Education research,Social and philosophical foundations of education,2016,63.0
Education,Education research,Special education,2016,256.0
Education,Teacher education,Adult and continuing teacher education,2016,64.0
Education,Teacher education,Elementary teacher education,2016,36.0
Education,Teacher education,"Pre-elementary, early childhood teacher education",2016,51.0
Education,Teacher education,Secondary teacher education,2016,29.0
Education,Teaching fields,Agricultural education,2016,36.0
Education,Teaching fields,Art education,2016,37.0
Education,Teaching fields,Bilingual and multilingual education,2016,52.0
Education,Teaching fields,Business education,2016,165.90491591203104
Education,Teaching fields,English as a second or foreign language,2016,70.0
Education,Teaching fields,English education,2016,39.0
Education,Teaching fields,"Family, consumer, and human sciences",2016,16.0
Education,Teaching fields,Foreign languages education,2016,39.0
Education,Teaching fields,Health education,2016,70.0
Education,Teaching fields,Literacy and reading educationm,2016,137.0
Education,Teaching fields,Mathematics education,2016,182.0
Education,Teaching fields,Music education,2016,87.0
Education,Teaching fields,Nursing education,2016,74.0
Education,Teaching fields,Physical education and coaching,2016,38.0
Education,Teaching fields,Science education,2016,133.0
Education,Teaching fields,Social science education,2016,28.0
Education,Teaching fields,"Teacher education and professional development, othern",2016,128.0
Education,Teaching fields,Trade and industrial education,2016,165.90491591203104
Education,Other education,Workforce education and development,2016,36.0
Education,Other education,"Education, general",2016,369.0
Education,Other education,"Education, other",2016,188.0
Humanities and arts,Foreign languages and literature,Arabic language and literature,2016,5.0
Humanities and arts,Foreign languages and literature,Chinese language and literature,2016,17.0
Humanities and arts,Foreign languages and literature,French language and literature,2016,107.0
Humanities and arts,Foreign languages and literature,Germanic language and literature,2016,67.0
Humanities and arts,Foreign languages and literature,Italian language and literature,2016,34.0
Humanities and arts,Foreign languages and literature,Japanese language and literature,2016,10.0
Humanities and arts,Foreign languages and literature,Latin American languages and literature,2016,96.0
Humanities and arts,Foreign languages and literature,Russian language and literature,2016,14.0
Humanities and arts,Foreign languages and literature,Slavic (other than Russian),2016,165.90491591203104
Humanities and arts,Foreign languages and literature,Spanish language and literature,2016,127.0
Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",2016,122.0
Humanities and arts,History,African history,2016,26.0
Humanities and arts,History,"American history, United States and Canada",2016,391.0
Humanities and arts,History,Asian history,2016,73.0
Humanities and arts,History,European history,2016,207.0
Humanities and arts,History,"History, science and technology and society",2016,66.0
Humanities and arts,History,Latin American history,2016,77.0
Humanities and arts,History,"Middle, Near East history",2016,63.0
Humanities and arts,History,"History, general",2016,155.0
Humanities and arts,History,"History, other",2016,90.0
Humanities and arts,Letters,"American literature, United States and Canada",2016,342.0
Humanities and arts,Letters,Classics,2016,109.0
Humanities and arts,Letters,Comparative literature,2016,172.0
Humanities and arts,Letters,Creative writing,2016,79.0
Humanities and arts,Letters,English language,2016,127.0
Humanities and arts,Letters,"English literature, British and Commonwealth",2016,414.0
Humanities and arts,Letters,Folklore,2016,165.90491591203104
Humanities and arts,Letters,Rhetoric and composition,2016,211.0
Humanities and arts,Letters,Speech and rhetorical studies,2016,39.0
Humanities and arts,Letters,"Letters, general",2016,23.0
Humanities and arts,Letters,"Letters, other",2016,15.0
Humanities and arts,Other humanities and arts,Archaeology (humanities),2016,166.0
Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",2016,278.0
Humanities and arts,Other humanities and arts,"Bible, biblical studies",2016,62.0
Humanities and arts,Other humanities and arts,Dance,2016,13.0
Humanities and arts,Other humanities and arts,"Drama, theater arts",2016,74.0
Humanities and arts,Other humanities and arts,Ethics,2016,38.0
Humanities and arts,Other humanities and arts,"Film, cinema, video studies",2016,73.0
Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",2016,27.0
Humanities and arts,Other humanities and arts,Music,2016,59.0
Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,2016,127.0
Humanities and arts,Other humanities and arts,Music performance,2016,92.0
Humanities and arts,Other humanities and arts,Music theory and composition,2016,92.0
Humanities and arts,Other humanities and arts,"Music, other",2016,19.0
Humanities and arts,Other humanities and arts,Philosophy,2016,454.0
Humanities and arts,Other humanities and arts,"Religion, religious studies",2016,254.0
Humanities and arts,Other humanities and arts,"Theology, religious education",2016,210.0
Humanities and arts,Other humanities and arts,"Humanities, general",2016,106.0
Humanities and arts,Other humanities and arts,"Humanities, other",2016,58.0
Other,Business management and administration,Accounting,2016,178.0
Other,Business management and administration,Banking/financial services,2016,165.90491591203104
Other,Business management and administration,Business administration and management,2016,263.0
Other,Business management and administration,"Business, managerial economics",2016,26.0
Other,Business management and administration,Finance,2016,251.0
Other,Business management and administration,"Hospitality, food service and tourism management",2016,66.0
Other,Business management and administration,Human resources development,2016,30.0
Other,Business management and administration,"International business, trade, commerce",2016,24.0
Other,Business management and administration,"Management information systems, business statistics",2016,107.0
Other,Business management and administration,Marketing management and research,2016,140.0
Other,Business management and administration,Operations research (business),2016,83.0
Other,Business management and administration,Organizational behavior,2016,168.0
Other,Business management and administration,"Business management and administration, general",2016,114.0
Other,Business management and administration,"Business management and administration, other",2016,59.0
Other,Communication,Communication research,2016,183.0
Other,Communication,Communication theory,2016,63.0
Other,Communication,"Film, radio, TV and digital communication",2016,23.0
Other,Communication,"Mass communication, media studies",2016,211.0
Other,Communication,"Communication, general",2016,143.0
Other,Communication,"Communication, other",2016,49.0
Other,Non-S&E fields nec,Architecture and environmental design,2016,99.0
Other,Non-S&E fields nec,"Family, consumer sciences and human sciences",2016,39.0
Other,Non-S&E fields nec,Law,2016,67.0
Other,Non-S&E fields nec,Library science,2016,32.0
Other,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",2016,83.0
